,1-Gram,Frequency,Percent Total 1-Grams,2-Gram,Frequency,Percent Total 2-Grams,3-Gram,Frequency,Percent Total 3-Grams
0,"('great',)",3.0,0.13043478260869565,"('glass', 'noodles')",2,0.09090909090909091,"('glass', 'noodles', 'near')",2,0.09523809523809523
1,"('glass',)",2.0,0.08695652173913043,"('noodles', 'near')",2,0.09090909090909091,"('noodles', 'near', 'cashier')",1,0.047619047619047616
2,"('noodles',)",2.0,0.08695652173913043,"('fresh', 'worth')",1,0.045454545454545456,"('clean', 'fresh', 'worth')",1,0.047619047619047616
3,"('near',)",2.0,0.08695652173913043,"('clean', 'fresh')",1,0.045454545454545456,"('love', 'clean', 'fresh')",1,0.047619047619047616
4,"('love',)",2.0,0.08695652173913043,"('love', 'clean')",1,0.045454545454545456,"('great', 'love', 'clean')",1,0.047619047619047616
5,"('fresh',)",2.0,0.08695652173913043,"('great', 'love')",1,0.045454545454545456,"('soups', 'great', 'love')",1,0.047619047619047616
6,"('cashier',)",1.0,0.043478260869565216,"('soups', 'great')",1,0.045454545454545456,"('reasonable', 'soups', 'great')",1,0.047619047619047616
7,"('counter',)",1.0,0.043478260869565216,"('reasonable', 'soups')",1,0.045454545454545456,"('fresh', 'reasonable', 'soups')",1,0.047619047619047616
8,"('korean',)",1.0,0.043478260869565216,"('fresh', 'reasonable')",1,0.045454545454545456,"('eat', 'fresh', 'reasonable')",1,0.047619047619047616
9,"('deli',)",1.0,0.043478260869565216,"('eat', 'fresh')",1,0.045454545454545456,"('love', 'eat', 'fresh')",1,0.047619047619047616
10,"('eat',)",1.0,0.043478260869565216,"('love', 'eat')",1,0.045454545454545456,"('deli', 'love', 'eat')",1,0.047619047619047616
11,"('reasonable',)",1.0,0.043478260869565216,"('deli', 'love')",1,0.045454545454545456,"('korean', 'deli', 'love')",1,0.047619047619047616
12,"('soups',)",1.0,0.043478260869565216,"('korean', 'deli')",1,0.045454545454545456,"('great', 'korean', 'deli')",1,0.047619047619047616
13,"('clean',)",1.0,0.043478260869565216,"('great', 'korean')",1,0.045454545454545456,"('counter', 'great', 'korean')",1,0.047619047619047616
14,"('worth',)",1.0,0.043478260869565216,"('counter', 'great')",1,0.045454545454545456,"('near', 'counter', 'great')",1,0.047619047619047616
15,"('price',)",1.0,0.043478260869565216,"('near', 'counter')",1,0.045454545454545456,"('noodles', 'near', 'counter')",1,0.047619047619047616
16,,,,"('great', 'glass')",1,0.045454545454545456,"('great', 'glass', 'noodles')",1,0.047619047619047616
17,,,,"('cashier', 'great')",1,0.045454545454545456,"('cashier', 'great', 'glass')",1,0.047619047619047616
18,,,,"('near', 'cashier')",1,0.045454545454545456,"('near', 'cashier', 'great')",1,0.047619047619047616
19,,,,"('worth', 'price')",1,0.045454545454545456,"('fresh', 'worth', 'price')",1,0.047619047619047616
