"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,0,0,0,1,0,0,1,0,3,2,"gebiRewfieSdtt17PTW6Zg"
2,3,0,0,4,0,1,3,4,4,3,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,4,0,1,5,2,7,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,2,2,0,3,3,"gebiRewfieSdtt17PTW6Zg"
4,3,1,1,4,1,3,4,2,5,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
2,2,0,0,2,0,3,3,1,7,5,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,4,1,2,3,3,9,3,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,3,2,2,3,4,5,1,"gebiRewfieSdtt17PTW6Zg"
2,2,2,2,4,3,1,4,4,7,4,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,1,0,0,2,3,3,0,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,3,0,1,4,1,4,4,"gebiRewfieSdtt17PTW6Zg"
2,2,2,1,5,2,0,5,4,7,5,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,4,0,1,4,1,5,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,2,2,"gebiRewfieSdtt17PTW6Zg"
2,3,1,2,2,1,1,3,2,4,1,"gebiRewfieSdtt17PTW6Zg"
2,2,1,0,4,1,2,5,4,6,0,"gebiRewfieSdtt17PTW6Zg"
4,1,3,3,2,3,1,3,5,2,-4,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,0,1,0,0,1,1,1,"gebiRewfieSdtt17PTW6Zg"
2,0,0,0,2,0,0,1,2,2,3,"gebiRewfieSdtt17PTW6Zg"
4,4,3,2,1,1,0,1,5,1,-2,"gebiRewfieSdtt17PTW6Zg"
1,2,0,1,3,1,2,4,2,5,7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,2,2,0,4,3,"gebiRewfieSdtt17PTW6Zg"
2,3,0,1,1,1,1,2,2,5,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,3,1,3,3,"gebiRewfieSdtt17PTW6Zg"
3,2,1,1,3,1,2,3,5,6,0,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,3,0,0,4,1,8,8,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,0,0,3,1,3,2,"gebiRewfieSdtt17PTW6Zg"
2,4,5,3,4,2,2,4,6,6,-1,"gebiRewfieSdtt17PTW6Zg"
2,0,3,3,0,1,0,0,4,3,0,"gebiRewfieSdtt17PTW6Zg"
2,5,1,2,2,2,2,3,5,4,0,"gebiRewfieSdtt17PTW6Zg"
2,0,0,0,0,0,0,0,2,1,1,"gebiRewfieSdtt17PTW6Zg"
3,3,4,1,3,4,2,3,7,4,-2,"gebiRewfieSdtt17PTW6Zg"
2,7,0,1,8,1,3,9,2,12,10,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,5,0,2,3,2,7,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,1,3,3,1,3,3,"gebiRewfieSdtt17PTW6Zg"
