"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
1,1,1,1,2,1,1,1,1,3,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,1,2,1,1,1,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,2,0,4,3,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,5,1,1,5,2,7,8,"gebiRewfieSdtt17PTW6Zg"
2,5,3,2,4,4,2,3,8,6,0,"gebiRewfieSdtt17PTW6Zg"
2,1,2,1,2,1,1,4,2,5,-1,"gebiRewfieSdtt17PTW6Zg"
1,2,0,1,1,1,1,0,1,1,0,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,3,1,1,3,2,7,-2,"gebiRewfieSdtt17PTW6Zg"
2,1,1,2,2,1,1,1,2,2,3,"gebiRewfieSdtt17PTW6Zg"
1,5,1,1,5,1,3,6,3,12,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,1,3,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,6,1,0,6,0,2,5,2,10,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,3,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,1,4,1,5,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,3,1,0,1,1,3,3,"gebiRewfieSdtt17PTW6Zg"
0,8,1,2,8,2,3,5,2,10,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,3,1,3,3,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,4,1,0,2,1,6,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,1,1,1,1,1,2,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,1,1,0,1,3,"gebiRewfieSdtt17PTW6Zg"
3,2,3,4,4,3,1,4,5,8,5,"gebiRewfieSdtt17PTW6Zg"
3,4,2,2,5,2,1,4,3,6,3,"gebiRewfieSdtt17PTW6Zg"
2,3,3,2,0,3,0,1,3,5,4,"gebiRewfieSdtt17PTW6Zg"
2,1,3,0,3,1,1,3,3,4,1,"gebiRewfieSdtt17PTW6Zg"
5,8,8,5,6,5,1,5,12,9,-4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,1,4,0,6,3,"gebiRewfieSdtt17PTW6Zg"
2,7,2,2,11,2,6,12,5,16,12,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,0,1,1,0,1,2,-1,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,3,0,2,3,0,4,7,"gebiRewfieSdtt17PTW6Zg"
1,0,0,1,1,0,0,2,1,2,0,"gebiRewfieSdtt17PTW6Zg"
0,3,2,0,4,0,1,6,5,9,4,"gebiRewfieSdtt17PTW6Zg"
1,6,1,3,7,2,5,8,3,13,13,"gebiRewfieSdtt17PTW6Zg"
2,4,3,5,4,1,1,5,10,9,-3,"gebiRewfieSdtt17PTW6Zg"
0,7,1,2,6,0,1,8,1,17,10,"gebiRewfieSdtt17PTW6Zg"
0,7,2,2,7,0,4,10,2,13,6,"gebiRewfieSdtt17PTW6Zg"
0,1,1,0,4,0,0,4,3,6,2,"gebiRewfieSdtt17PTW6Zg"
0,0,1,3,1,1,0,1,3,2,-4,"gebiRewfieSdtt17PTW6Zg"
0,1,1,1,1,2,1,1,4,3,-5,"gebiRewfieSdtt17PTW6Zg"
0,4,1,1,1,0,2,3,0,4,7,"gebiRewfieSdtt17PTW6Zg"
1,0,0,0,2,0,0,1,1,3,4,"gebiRewfieSdtt17PTW6Zg"
2,1,0,2,3,1,1,3,3,5,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,1,4,"gebiRewfieSdtt17PTW6Zg"
3,9,3,3,8,5,4,5,10,17,-4,"gebiRewfieSdtt17PTW6Zg"
0,1,1,3,2,1,0,2,3,6,3,"gebiRewfieSdtt17PTW6Zg"
1,3,2,1,3,1,2,3,3,7,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,5,1,1,2,0,9,12,"gebiRewfieSdtt17PTW6Zg"
