"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
2,7,2,3,3,1,2,5,7,7,3,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,2,1,1,3,2,2,1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,1,2,3,4,3,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,1,0,0,1,1,1,0,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,2,1,0,2,1,2,3,"gebiRewfieSdtt17PTW6Zg"
1,9,1,0,11,2,4,10,2,13,6,"gebiRewfieSdtt17PTW6Zg"
1,4,1,0,5,1,1,7,2,9,8,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,0,1,0,0,1,2,5,"gebiRewfieSdtt17PTW6Zg"
1,3,1,1,5,1,2,7,2,11,9,"gebiRewfieSdtt17PTW6Zg"
0,5,0,1,5,0,1,4,1,12,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,3,0,6,3,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,2,1,1,2,1,3,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
1,4,2,1,5,0,2,6,3,14,4,"gebiRewfieSdtt17PTW6Zg"
0,6,0,0,4,0,0,4,2,4,4,"gebiRewfieSdtt17PTW6Zg"
1,2,0,1,0,0,1,0,2,2,3,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,1,0,1,1,0,3,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,0,1,0,0,1,0,2,"gebiRewfieSdtt17PTW6Zg"
2,2,1,2,2,2,1,1,3,4,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,1,4,5,"gebiRewfieSdtt17PTW6Zg"
1,7,1,1,2,0,4,6,3,11,5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,2,1,1,2,2,"gebiRewfieSdtt17PTW6Zg"
1,5,1,1,3,1,3,4,1,8,9,"gebiRewfieSdtt17PTW6Zg"
0,6,0,0,7,0,5,6,0,10,8,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,1,2,3,1,6,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,3,0,5,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
1,2,0,1,3,0,1,1,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,4,0,1,3,0,4,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,1,3,1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,0,1,3,0,4,7,"gebiRewfieSdtt17PTW6Zg"
3,5,4,5,4,3,3,4,5,9,4,"gebiRewfieSdtt17PTW6Zg"
0,5,1,0,2,0,2,2,1,3,4,"gebiRewfieSdtt17PTW6Zg"
2,5,2,1,7,0,3,5,4,10,9,"gebiRewfieSdtt17PTW6Zg"
5,11,3,3,4,8,2,6,13,11,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,3,0,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,3,1,1,3,2,5,9,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,3,0,3,3,2,11,7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,1,1,1,1,3,"gebiRewfieSdtt17PTW6Zg"
0,4,0,2,1,0,0,2,1,5,1,"gebiRewfieSdtt17PTW6Zg"
