"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,0,0,1,0,1,0,0,1,0,-2,"gebiRewfieSdtt17PTW6Zg"
1,2,2,1,3,1,1,3,1,4,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,2,0,3,-1,"gebiRewfieSdtt17PTW6Zg"
0,1,1,0,2,1,1,2,2,3,4,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,5,1,2,3,2,6,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,0,1,2,1,2,0,"gebiRewfieSdtt17PTW6Zg"
1,2,2,0,2,1,2,4,4,3,4,"gebiRewfieSdtt17PTW6Zg"
3,0,3,3,0,3,0,2,4,1,0,"gebiRewfieSdtt17PTW6Zg"
2,2,1,0,3,2,1,3,3,3,3,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,4,0,2,4,0,6,6,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,2,1,0,2,1,3,6,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,3,0,2,4,1,4,0,"gebiRewfieSdtt17PTW6Zg"
0,2,0,2,2,1,0,1,1,3,7,"gebiRewfieSdtt17PTW6Zg"
3,3,2,2,3,3,3,5,5,6,1,"gebiRewfieSdtt17PTW6Zg"
1,6,0,2,3,0,0,2,2,7,5,"gebiRewfieSdtt17PTW6Zg"
