"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,2,1,0,2,0,1,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
2,1,1,1,2,0,1,5,2,7,4,"gebiRewfieSdtt17PTW6Zg"
0,4,0,1,7,1,1,5,1,8,10,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,0,0,3,1,6,5,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,7,1,1,5,2,9,7,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,1,0,1,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,3,6,"gebiRewfieSdtt17PTW6Zg"
2,1,0,4,4,3,4,6,5,6,-4,"gebiRewfieSdtt17PTW6Zg"
2,1,0,1,2,0,2,2,2,5,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,5,1,0,4,2,7,7,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,2,0,0,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,1,0,3,5,"gebiRewfieSdtt17PTW6Zg"
2,1,2,1,1,2,0,1,2,3,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,3,0,4,6,"gebiRewfieSdtt17PTW6Zg"
1,6,0,1,9,0,3,9,1,14,17,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,1,2,5,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,6,1,2,5,2,8,7,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,0,1,1,5,5,"gebiRewfieSdtt17PTW6Zg"
2,3,0,1,4,0,2,6,2,5,7,"gebiRewfieSdtt17PTW6Zg"
2,1,2,3,2,2,0,1,3,3,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,3,0,3,4,"gebiRewfieSdtt17PTW6Zg"
4,4,2,3,5,2,3,6,6,11,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,2,2,"gebiRewfieSdtt17PTW6Zg"
1,0,0,1,0,0,1,1,1,0,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,2,0,1,2,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,5,0,2,4,0,7,5,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,3,2,0,5,2,7,4,"gebiRewfieSdtt17PTW6Zg"
3,4,3,2,6,5,3,7,7,8,0,"gebiRewfieSdtt17PTW6Zg"
1,4,1,1,7,1,2,6,2,7,9,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,0,1,1,4,4,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,7,0,2,5,1,12,7,"gebiRewfieSdtt17PTW6Zg"
1,2,2,2,3,3,1,3,3,5,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,3,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,0,0,2,2,"gebiRewfieSdtt17PTW6Zg"
0,2,1,1,3,0,0,5,1,7,4,"gebiRewfieSdtt17PTW6Zg"
1,0,0,0,5,1,2,4,1,6,9,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,1,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,2,0,-4,"gebiRewfieSdtt17PTW6Zg"
