"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,4,0,0,4,0,2,4,0,4,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,0,3,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,2,1,1,3,0,0,1,1,4,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,3,0,0,3,0,6,9,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,4,0,2,4,0,4,4,"gebiRewfieSdtt17PTW6Zg"
1,0,0,1,2,1,1,3,1,8,6,"gebiRewfieSdtt17PTW6Zg"
1,2,2,2,4,1,2,4,5,8,1,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,2,0,1,2,0,3,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,0,3,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,2,0,1,3,0,3,4,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,0,6,0,7,8,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,2,0,1,1,1,3,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,0,0,2,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,3,1,2,2,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,0,1,1,1,0,0,1,1,1,-1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,3,0,5,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,1,1,4,4,"gebiRewfieSdtt17PTW6Zg"
2,6,1,1,6,3,6,12,6,13,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,3,0,6,5,"gebiRewfieSdtt17PTW6Zg"
1,1,3,1,2,2,2,3,5,5,2,"gebiRewfieSdtt17PTW6Zg"
0,3,1,1,4,0,3,1,0,6,4,"gebiRewfieSdtt17PTW6Zg"
3,4,4,3,7,3,5,5,4,9,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,1,0,1,0,"gebiRewfieSdtt17PTW6Zg"
0,4,0,1,4,0,2,4,0,5,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,3,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,2,0,1,2,1,3,3,"gebiRewfieSdtt17PTW6Zg"
1,4,2,1,8,0,2,7,3,14,4,"gebiRewfieSdtt17PTW6Zg"
1,2,1,3,3,1,3,2,1,6,6,"gebiRewfieSdtt17PTW6Zg"
1,1,1,2,1,1,1,2,1,5,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,0,0,0,0,0,4,1,"gebiRewfieSdtt17PTW6Zg"
0,2,1,0,2,1,2,3,3,4,1,"gebiRewfieSdtt17PTW6Zg"
2,5,3,0,3,2,4,3,3,8,7,"gebiRewfieSdtt17PTW6Zg"
3,6,4,4,8,2,2,12,9,19,13,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,4,0,0,3,1,6,4,"gebiRewfieSdtt17PTW6Zg"
0,3,1,0,2,0,3,2,1,4,3,"gebiRewfieSdtt17PTW6Zg"
1,5,1,1,3,1,3,4,1,9,6,"gebiRewfieSdtt17PTW6Zg"
2,3,0,2,3,2,1,4,2,7,-1,"gebiRewfieSdtt17PTW6Zg"
