"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
2,2,3,3,3,4,2,3,4,7,3,"gebiRewfieSdtt17PTW6Zg"
2,3,3,1,2,1,1,3,6,4,-1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,1,0,1,1,1,1,0,"gebiRewfieSdtt17PTW6Zg"
4,2,2,2,4,4,1,2,5,7,-2,"gebiRewfieSdtt17PTW6Zg"
1,2,0,1,1,1,1,2,1,2,2,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,1,0,0,1,1,1,-1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,4,0,1,3,2,4,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,2,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,6,0,0,4,0,7,9,"gebiRewfieSdtt17PTW6Zg"
2,3,0,1,4,0,2,3,3,6,3,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,4,1,2,4,2,5,1,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,3,0,0,1,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,3,1,2,4,1,4,4,3,10,8,"gebiRewfieSdtt17PTW6Zg"
3,1,3,2,0,4,0,1,5,3,-5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,1,5,0,3,3,0,5,4,"gebiRewfieSdtt17PTW6Zg"
2,0,0,0,1,0,0,0,3,3,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,1,3,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,5,0,6,6,"gebiRewfieSdtt17PTW6Zg"
2,3,2,1,1,3,1,2,3,4,-1,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,2,0,0,1,1,3,4,"gebiRewfieSdtt17PTW6Zg"
1,0,1,1,4,1,1,1,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,1,1,0,1,2,6,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,0,0,0,0,0,0,2,"gebiRewfieSdtt17PTW6Zg"
1,6,2,1,7,1,3,11,3,14,7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,5,0,1,4,3,12,10,"gebiRewfieSdtt17PTW6Zg"
0,1,2,0,1,1,0,1,2,2,0,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,1,0,0,1,1,2,2,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,4,1,1,4,3,6,6,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,0,3,2,"gebiRewfieSdtt17PTW6Zg"
2,2,2,1,1,2,2,1,5,2,-1,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,3,0,5,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,0,3,0,4,9,"gebiRewfieSdtt17PTW6Zg"
1,0,0,0,2,0,0,1,2,3,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,2,0,0,0,0,3,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,2,3,1,"gebiRewfieSdtt17PTW6Zg"
1,4,3,0,7,1,3,7,4,10,11,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,2,1,3,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,1,0,0,0,0,2,1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,2,3,2,1,3,2,3,4,"gebiRewfieSdtt17PTW6Zg"
1,1,1,2,4,1,2,2,2,5,5,"gebiRewfieSdtt17PTW6Zg"
2,4,0,3,4,1,4,3,5,5,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,0,1,1,1,4,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,3,1,1,3,1,5,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,1,1,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,1,0,1,2,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,5,1,2,4,1,11,7,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,1,1,0,1,0,2,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,0,1,0,0,1,0,0,"gebiRewfieSdtt17PTW6Zg"
5,8,4,3,6,3,3,5,4,8,4,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,0,1,0,1,0,4,2,"gebiRewfieSdtt17PTW6Zg"
6,3,7,5,3,8,4,5,12,5,-1,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,5,1,1,4,1,7,4,"gebiRewfieSdtt17PTW6Zg"
0,5,1,0,6,1,2,6,1,10,10,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,3,1,2,4,1,5,1,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,0,1,1,1,1,1,-1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,0,0,3,4,"gebiRewfieSdtt17PTW6Zg"
0,5,0,1,5,1,2,6,1,7,5,"gebiRewfieSdtt17PTW6Zg"
2,7,0,1,4,2,1,4,6,7,1,"gebiRewfieSdtt17PTW6Zg"
3,2,3,1,7,4,2,9,5,16,3,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,1,1,0,1,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,2,1,1,4,2,7,3,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,2,0,1,2,1,3,1,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,2,0,5,6,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,3,0,2,3,1,6,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,2,1,1,2,1,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,1,2,0,1,3,0,6,7,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,2,2,2,4,4,7,1,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,2,1,0,2,1,4,2,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,5,1,3,4,0,6,4,"gebiRewfieSdtt17PTW6Zg"
1,2,0,0,3,1,1,3,1,6,6,"gebiRewfieSdtt17PTW6Zg"
0,2,0,2,6,0,1,5,3,10,7,"gebiRewfieSdtt17PTW6Zg"
1,4,0,1,6,0,2,5,1,11,8,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,4,1,6,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,2,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,0,1,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,1,0,1,1,7,7,"gebiRewfieSdtt17PTW6Zg"
0,4,0,0,4,0,1,4,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,3,0,0,5,0,0,4,0,11,8,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,4,0,4,3,"gebiRewfieSdtt17PTW6Zg"
3,5,2,2,4,1,4,6,5,9,4,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,2,1,2,2,1,3,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
1,1,1,0,2,0,3,2,1,3,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,0,4,0,5,7,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,1,0,5,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,4,0,0,3,0,4,5,"gebiRewfieSdtt17PTW6Zg"
0,4,0,1,4,1,0,6,2,7,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,3,0,3,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,2,1,0,3,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,0,2,0,2,-3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,0,3,4,"gebiRewfieSdtt17PTW6Zg"
1,3,0,0,3,0,2,5,0,6,13,"gebiRewfieSdtt17PTW6Zg"
1,1,1,1,1,1,0,1,2,2,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,2,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,2,0,1,0,0,2,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,2,0,1,4,0,6,5,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,4,0,1,4,0,4,4,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,1,0,2,3,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,1,3,1,4,5,"gebiRewfieSdtt17PTW6Zg"
0,5,0,0,4,0,1,2,0,6,3,"gebiRewfieSdtt17PTW6Zg"
1,1,3,2,1,3,0,1,3,3,-2,"gebiRewfieSdtt17PTW6Zg"
3,5,0,2,8,4,2,4,6,11,7,"gebiRewfieSdtt17PTW6Zg"
1,4,2,1,6,1,4,5,5,6,6,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,3,0,1,3,0,4,5,"gebiRewfieSdtt17PTW6Zg"
2,1,1,0,3,1,1,1,2,3,2,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,3,0,0,1,2,3,7,"gebiRewfieSdtt17PTW6Zg"
3,4,3,2,2,3,1,4,6,5,-5,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,3,0,2,4,0,7,3,"gebiRewfieSdtt17PTW6Zg"
1,1,0,0,2,0,1,2,0,2,2,"gebiRewfieSdtt17PTW6Zg"
