"anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score","business_id"
0,0,0,0,1,0,0,1,0,1,3,"gebiRewfieSdtt17PTW6Zg"
4,10,2,2,17,5,3,15,8,25,13,"gebiRewfieSdtt17PTW6Zg"
0,0,0,1,1,1,0,2,1,1,1,"gebiRewfieSdtt17PTW6Zg"
2,3,1,2,3,3,2,5,5,8,5,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,0,4,3,"gebiRewfieSdtt17PTW6Zg"
1,0,0,1,3,1,1,1,1,4,4,"gebiRewfieSdtt17PTW6Zg"
3,3,3,1,4,2,3,3,3,5,4,"gebiRewfieSdtt17PTW6Zg"
1,2,1,0,2,1,0,3,2,3,3,"gebiRewfieSdtt17PTW6Zg"
0,6,1,2,7,2,3,5,4,9,7,"gebiRewfieSdtt17PTW6Zg"
1,4,1,0,4,3,0,3,4,7,4,"gebiRewfieSdtt17PTW6Zg"
1,2,2,1,1,2,1,2,2,4,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,1,0,0,2,0,1,0,"gebiRewfieSdtt17PTW6Zg"
0,3,0,1,3,0,1,5,3,8,4,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,4,0,0,3,0,5,5,"gebiRewfieSdtt17PTW6Zg"
6,6,8,3,3,6,3,6,13,10,-9,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,4,1,2,3,1,9,9,"gebiRewfieSdtt17PTW6Zg"
1,3,2,0,0,2,2,0,3,2,1,"gebiRewfieSdtt17PTW6Zg"
0,0,1,0,0,0,1,1,0,1,3,"gebiRewfieSdtt17PTW6Zg"
2,0,2,1,0,1,0,1,2,1,-3,"gebiRewfieSdtt17PTW6Zg"
2,7,2,2,8,0,3,7,2,11,8,"gebiRewfieSdtt17PTW6Zg"
1,0,1,2,1,1,2,1,2,2,4,"gebiRewfieSdtt17PTW6Zg"
0,8,0,1,11,1,3,8,2,12,11,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,2,0,0,1,0,4,2,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,0,0,1,0,0,1,0,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,0,2,0,2,6,"gebiRewfieSdtt17PTW6Zg"
2,3,3,1,1,2,1,1,7,2,-2,"gebiRewfieSdtt17PTW6Zg"
0,1,1,0,2,1,0,1,1,3,1,"gebiRewfieSdtt17PTW6Zg"
0,0,0,0,4,1,0,3,2,7,5,"gebiRewfieSdtt17PTW6Zg"
0,2,0,0,1,0,1,1,1,2,1,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,1,0,0,1,0,1,2,"gebiRewfieSdtt17PTW6Zg"
0,1,0,0,2,0,1,2,0,3,5,"gebiRewfieSdtt17PTW6Zg"
3,1,2,3,3,2,1,2,3,9,-4,"gebiRewfieSdtt17PTW6Zg"
0,3,1,1,3,0,3,5,1,5,7,"gebiRewfieSdtt17PTW6Zg"
1,6,1,2,5,4,2,10,6,9,6,"gebiRewfieSdtt17PTW6Zg"
1,6,1,0,5,0,1,5,2,7,8,"gebiRewfieSdtt17PTW6Zg"
1,2,1,1,5,0,1,5,1,9,9,"gebiRewfieSdtt17PTW6Zg"
2,2,5,2,5,5,1,6,8,14,-4,"gebiRewfieSdtt17PTW6Zg"
1,4,0,0,1,0,0,3,2,4,5,"gebiRewfieSdtt17PTW6Zg"
